customer_tweet_id,customer_text,amazon_reply_text,rough_intent,requests_escalation,intent_confirmed,relevant,concrete_actionable,resolves_forward,overall_quality,notes
17239,@AmazonHelp Please find attached screenshot https://t.co/uivHzbY3JE,@119796 I'm sorry for the trouble. Please submit your details here: https://t.co/GIJyeYqKE0 and we'll check right away. ^RW,General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,
1248264,Hey @115821 I had a guaranteed delivery today and I didn’t get it 🤷🏼‍♀️,@412871 We're here to help. What's the status of your order here: https://t.co/PzILDPf4Bn? Thanks. ^SE,Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
1402906,@AmazonHelp GST registration number and name of the seller do not match from https://t.co/oI1X0oe2up,@445667 We currently include only seller's GST number on the invoice. If you're a business and purchasing business supplies (1/2)^SQ,Marketplace / Seller / Pricing Issue,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,Fragment marker (1/2) but has real substance
179239,@128308 @12379 Do we have to sign in to open the app like do i have to buy premium acount to watch all episodes,"@402717 Connect Amazon Fire TV Stick to your HDTV and start streaming. However, subscription fees may apply. ^SG",Account Access Issue,False,App / Digital Content / Technical Issue,Yes,Yes,Yes,Good,
458949,@115851 @117634 @21254 @115821 Can you get some of your rocket scientists to work on #iPhoneX support for the #Kindle app. Until then I'll be using @115858 #iBooks. Thanks!,"@223994 I'm sorry for the frustrating experience. That is never our intention. When you have a moment, please reach out to Tech Support here: https://t.co/hApLpMlfHN  ^EA",App / Digital Content / Technical Issue,False,App / Digital Content / Technical Issue,Yes,Yes,Yes,Good,
787922,@AmazonHelp ordered hair dye. Clearly wasn’t stored right because the colour (this is the one I usually use) didn’t work at all. No return,@307935 I'm sorry for the trouble. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^AU,General Inquiry / Feedback,False,Wrong / Missing / Damaged Item,Yes,Yes,Yes,Good,
2192510,"@117634 Hello, I have an amazon touch from 2012 and in need of a replacement cable. Are all kindle chargers the same or is there a specific charger for a kindle that is 3rd or 4th gen thanks, appreciate any help",@641735 Hello! All our Kindles use the same charger! ^AR,Wrong / Missing / Damaged Item,False,App / Digital Content / Technical Issue,Yes,Yes,Yes,Good,
611080,"Was recently locked out of my Amazon account by someone pretending to be me, who then changed my password. Emailed @115830 twice - never had a reply back. Gladly, I haven’t shopped on Amazon for several years, so all my cards had expired! But still what crap service @115830",@265291 Oh my! I'm sorry for the lack of response. We don't have access to your account via Twitter. Please reach out to us here so we can take a look at this together: https://t.co/JzP7hlRCV9 ^MO,Account Access Issue,False,Account Access Issue,Yes,Yes,Yes,Good,
530055,"@AmazonHelp Oh , so let people see what your Flash sale is like ! 
How you people fool And cheat in name of Flash sales 
Truly disheartened by your Service Amazon.",@242746 We will take this instance as feedback and share it internally. We'll ensure to work on it. ^CB,General Inquiry / Feedback,False,Marketplace / Seller / Pricing Issue,Yes,No,No,Poor,"Generic 'we'll take as feedback', no real action"
2965313,"@115821 a wee bit annoyed. Wife ordered me a vinyl of the replacements “let it be”. She was shipped a vinyl, didn’t open it as it was for my birthday. Opened today to find we got madonnas first album..can’t return and can’t rate amazon as the seller. Pretty lame",@818105 I'm sorry for the inconvenience! We'd like to take a closer look at this and go over available options with you; please reach out to us at your earliest convenience here: https://t.co/hApLpMlfHN ^LJ,Delivery Delay / Non-Delivery,False,Wrong / Missing / Damaged Item,Yes,Yes,Yes,Good,
1129369,@115850 @115851 (1) U don't respect customer. Ur seller is sending defective product n when customer asks 4 replace it u say that no replacement can be done,@383795 I get your concern and I'm sorry about this. I've shared your comments as feedback with the relevant team for review. ^HA,Wrong / Missing / Damaged Item,False,Wrong / Missing / Damaged Item,Yes,No,No,Poor,"Generic 'shared as feedback', no direct resolution"
1511918,@AmazonHelp Just tried to follow your link https://t.co/GJZvppqLRh,@470926 Have you tried to access the website from your mobile internet or a different wireless network? Is it the same? ^TK,App / Digital Content / Technical Issue,False,App / Digital Content / Technical Issue,Yes,No,No,Poor,"Just a troubleshooting question, no link"
2297427,"@AmazonHelp Supposedly it's all fixed, but I haven't received an email with a return label (though I did get one about being happy to help me) and I can't verify the replacement is going to my address since it's not on my account (it was a gift).","@666950 Oh no! I'm sorry for the trouble with the replacement, Chelsea. Are you able to follow the tips listed here in order to find the return label for the gift: https://t.co/iCS8nrWPDN? Let us know! ^TG",Wrong / Missing / Damaged Item,False,Wrong / Missing / Damaged Item,Yes,Yes,Yes,Good,
2728888,@115850 Product returned in August. Refund not yet received.,@765122 Sorry to know about the delay with the refund. We'd like to help you. Please reach us via phone here: https://t.co/cgpNhxmFB4 ^AK,Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
1190239,"@AmazonHelp @1384 for order id 403-3632425-4923516, I paid full rs309 but got a refund of rs234 only, have you kept rs 75 as #Tip, you people are acting like #pickpocketers  ,
When asked for remaining rs75 I was told to wait 24-72 hrs, is this the way @115850 should work?","@288804 Please connect with our support team here: https://t.co/vlvfJr4nN9, and they'll assist you regarding this. ^NR",Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
1207289,"@115850 There is a website for consumer complaints, I see 1000+ complaints against u for the reason I am suffering. U r master in that",@296482 Kindly share your details from the link provided above and we'll reach out to you. ^SA,App / Digital Content / Technical Issue,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,
494917,"@AmazonHelp Leave the concern, just clear that IS IT AMAZON POLICY TO ASK FOR ID WHILE DELIVERING PACKET AT MENTIONED ADDRESS",@233029 We do request for ID proof for selected orders. Please share the details in the link provided earlier for further assistance. ^JS,Delivery Delay / Non-Delivery,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,"Policy clarification question, directly answered"
247037,@115830 how can I stop things being sent to me by amazon logistics? Next day delivery means next evening delivery for me every time.,@174680 I'm sorry for the poor delivery experiences! Have you reported this to our Customer Support team: https://t.co/JzP7hlA23B? ^ME,Delivery Delay / Non-Delivery,False,Delivery Delay / Non-Delivery,Yes,Yes,Yes,Good,
980033,@AmazonHelp Personal details shared on given link,@146158 Thanks for the update. We have received your details and respond accordingly at the earliest.  ^SC,App / Digital Content / Technical Issue,False,General Inquiry / Feedback,Yes,No,Yes,Acceptable,"Confirms receipt of details, but no concrete timeline"
243164,@AmazonHelp The thing is... I can’t login to my account anymore,@173742 No worries! You can skip the sign in process and just provide us with more information here: https://t.co/jzvkhdlrK5. ^SD,Account Access Issue,False,Account Access Issue,Yes,Yes,Yes,Good,
1763179,"@AmazonHelp I've been through my recent orders and there's nothing, my son downloads things to tablet but only things that are free to download",@530473 Hmm. Let's take a closer look in real time to help find this charge here: https://t.co/JzP7hlA23B ^JZ,General Inquiry / Feedback,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
2784546,Hello @115830 I cannot reset my password it keep whining cannot be found but I’m signed into the app! Doesn’t make sense,@777488 Thanks for reaching out to us! Please try resetting your password here: https://t.co/mjffIpK30c Let us know if that works for you! ^SW,Account Access Issue,False,Account Access Issue,Yes,Yes,Yes,Good,
602269,@AmazonHelp I’ve contacted you once and gotten $5 back. Twice I’ve just tossed them. They used to have cardboard around them when delivered—- that stopped them from getting damaged. Also what happened to color coded handles?,"@224022 We’re always looking to improve, and would love for our Packaging team to hear about this: https://t.co/MtvPa2Sivn. Thanks for your help!  ^ST",Delivery Delay / Non-Delivery,False,General Inquiry / Feedback,Yes,Yes,Yes,Good,"Packaging feedback, routed appropriately"
222609,"@AmazonHelp Thanks, the message advised of a refund initiation without my consent.
Thank you very much. https://t.co/w7bVy4mzEt","@169187 I'm sorry for the trouble. However, we'll not be able to check your information over Twitter. Kindly write back to 1/2 ^GK",Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,No,No,Poor,"Fragment (1/2), cut off"
1024233,@AmazonHelp famous for customer service THAT I BELIEVED TOO till I didn't got reply for the 3 mails I sent. Going down and down @115851,@362393 Could you please tell us more about the issue for better understanding? ^HN,General Inquiry / Feedback,False,General Inquiry / Feedback,Yes,No,No,Poor,Just a clarifying question
1570224,"@115850 @115821 Not at all satisfied with your services.I am not getting my cashback,Even not able to call your customer care.",@484249 I'm sorry about the delay in cashback. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
1266424,@AmazonHelp I forgot my password for my account (__email__) and every time I reset my password I got this msg,@416527 We definitely want to help you out. First can you tell us which Amazon website you are trying to use ex: .com/ .co.uk/ .in? ^DA,Account Access Issue,False,Account Access Issue,Yes,No,No,Poor,"Just a clarifying question, no direct fix yet"
1892090,@115830 just received my new Echo (so far so good) - and heard its being reduced by £20 tomorrow 😣 Cheeky refund? 😁,"@564186 We would be happy to discuss that but I am unable to access your order information over social media, out of respect for your account security. Feel free to contact us for real time support by phone or chat from here:  https://t.co/JzP7hlA23B ^CH",Refund / Billing / Charge Dispute,False,Refund / Billing / Charge Dispute,Yes,Yes,Yes,Good,
